N,P,K,pH,Moisture,Fertility
35.44,15.0,31.63,5.6,58.56,Medium
76.81,15.0,18.56,6.24,50.76,Medium
42.11,29.43,24.92,6.04,25.96,Medium
101.39,43.32,54.02,8.0,69.82,High
24.51,16.11,5.03,4.57,13.62,Low
47.33,10.9,19.19,4.41,18.5,Low
39.13,9.26,4.2,5.21,22.87,Low
16.85,11.56,7.86,5.14,23.97,Low
19.01,11.58,7.29,5.09,26.51,Low
94.47,47.0,65.21,6.45,59.08,High
54.1,28.44,34.88,6.25,35.23,Medium
73.57,34.48,16.51,5.5,46.44,Medium
34.77,4.81,11.17,4.74,24.81,Low
41.47,19.58,0.0,4.77,21.34,Low
20.19,15.16,9.76,5.31,17.1,Low
55.21,16.11,34.11,6.99,43.4,Medium
76.03,35.17,18.64,6.37,49.76,Medium
27.94,10.29,8.18,5.06,21.84,Low
46.19,38.47,26.11,7.16,66.21,Medium
38.71,31.15,32.04,6.26,34.68,Medium
20.3,7.17,13.76,5.06,33.68,Low
69.62,49.95,47.69,8.0,46.59,High
50.62,29.84,27.46,6.42,25.0,Medium
41.41,24.3,45.19,5.94,57.25,Medium
80.12,57.1,41.36,6.25,69.25,High
101.25,60.27,44.13,7.17,55.32,High
48.28,38.9,30.13,6.99,53.92,Medium
39.94,16.7,10.27,5.09,18.87,Low
9.03,10.09,8.42,3.69,22.32,Low
13.15,3.99,14.23,5.47,32.89,Low
49.26,15.0,35.09,6.43,44.4,Medium
103.7,53.79,49.72,6.92,63.68,High
60.63,32.61,40.27,6.33,50.11,Medium
80.6,69.99,61.17,7.51,50.61,High
36.39,12.35,21.86,5.18,44.68,Low
25.27,17.8,12.86,5.53,26.7,Low
56.59,51.74,27.96,6.24,65.0,Medium
49.37,48.0,27.65,6.78,46.28,Medium
17.65,11.45,2.93,4.92,33.71,Low
91.32,58.59,71.08,6.28,73.44,High
88.54,51.95,49.61,7.11,61.9,High
82.98,57.41,55.62,7.08,45.0,High
26.97,0.0,13.9,4.44,35.95,Low
27.82,10.25,10.27,5.26,28.98,Low
52.59,40.2,38.26,6.18,47.28,Medium
67.23,56.37,64.42,6.76,60.48,High
34.35,19.87,16.49,4.9,23.54,Low
48.73,25.71,43.93,5.71,43.66,Medium
36.34,18.26,17.57,4.96,37.66,Low
40.91,30.67,27.66,6.0,53.07,Medium
35.66,14.49,7.34,4.72,26.25,Low
68.36,17.84,31.6,5.8,43.34,Medium
69.9,42.71,61.39,6.55,53.26,High
20.7,7.02,3.82,4.85,17.71,Low
66.36,28.61,26.65,6.44,59.12,Medium
95.28,35.44,35.73,6.83,59.61,High
15.89,18.67,21.02,5.2,15.13,Low
45.13,34.09,15.0,6.03,44.57,Medium
54.04,17.98,34.39,5.65,64.43,Medium
24.48,0.0,10.62,4.18,29.99,Low
80.2,48.94,57.06,7.11,45.0,High
40.26,20.86,7.67,5.05,5.0,Low
58.01,33.51,36.85,5.89,64.68,Medium
72.16,46.75,48.03,6.0,66.94,High
33.43,13.21,4.92,4.21,25.37,Low
105.38,52.65,46.46,6.78,74.42,High
4.17,16.36,0.0,5.69,43.09,Low
42.42,35.65,37.9,6.93,49.35,Medium
91.14,45.82,47.5,7.36,66.41,High
14.58,12.68,6.9,5.28,15.9,Low
81.37,51.79,70.48,6.56,64.99,High
89.62,53.3,52.8,7.14,59.23,High
30.0,36.12,37.02,7.31,50.73,Medium
19.2,11.23,2.55,4.73,23.8,Low
77.47,41.07,52.86,7.25,52.99,High
98.67,57.91,49.49,6.53,58.64,High
109.83,38.15,30.0,6.33,56.69,High
98.43,54.5,61.71,7.26,49.42,High
50.85,18.0,32.06,5.81,53.29,Medium
120.23,55.33,30.0,6.47,55.87,High
46.67,16.31,20.36,6.12,37.05,Medium
66.44,39.27,39.53,7.02,54.41,Medium
46.17,44.77,28.32,6.59,56.95,Medium
21.79,4.57,6.64,5.65,32.47,Low
33.46,0.43,17.78,5.37,32.08,Low
17.27,8.0,9.35,4.78,18.81,Low
23.97,7.97,11.45,4.85,16.73,Low
72.26,45.42,36.83,6.59,54.97,High
27.77,7.29,9.09,4.82,22.29,Low
35.77,54.05,35.98,6.87,47.03,Medium
30.78,26.96,30.66,6.19,52.66,Medium
82.36,46.77,49.38,6.31,69.54,High
50.55,19.34,44.03,6.21,34.33,Medium
56.04,22.69,22.95,5.79,54.81,Medium
44.9,22.53,37.06,5.9,54.58,Medium
75.3,57.96,51.52,7.14,57.73,High
49.45,40.33,16.3,6.54,29.6,Medium
40.45,39.82,42.85,5.64,37.93,Medium
87.36,34.4,57.07,6.72,60.36,High
14.93,4.82,11.09,5.28,18.27,Low
14.3,20.12,12.05,4.83,35.68,Low
43.69,28.07,40.13,6.46,36.32,Medium
100.64,46.61,50.39,7.18,45.89,High
69.3,58.6,51.6,6.27,59.61,High
54.67,32.73,26.24,7.13,49.1,Medium
30.0,36.43,30.28,5.51,58.56,Medium
62.63,33.55,33.65,6.51,64.31,Medium
11.1,2.38,7.07,5.4,10.87,Low
66.27,41.55,35.36,6.48,52.65,Medium
25.7,12.74,16.41,3.89,21.21,Low
47.75,38.77,48.55,5.5,69.59,Medium
67.38,26.49,34.23,6.37,51.22,Medium
75.83,43.41,32.97,5.67,49.46,Medium
21.37,14.79,15.99,5.51,8.88,Low
40.58,18.22,18.76,4.41,28.63,Low
40.71,34.8,19.94,6.42,27.83,Medium
55.77,20.07,31.65,5.74,58.22,Medium
47.35,31.01,29.58,6.4,54.03,Medium
80.34,43.96,51.54,6.52,66.95,High
75.49,38.95,39.37,6.45,52.65,High
12.59,15.37,2.45,6.0,26.84,Low
67.07,63.37,52.35,7.35,59.61,High
45.03,15.0,23.26,6.48,49.94,Medium
69.08,41.07,29.39,6.05,44.84,Medium
23.36,9.38,9.12,6.0,13.01,Low
54.24,23.4,15.0,5.5,38.78,Medium
24.91,9.77,13.02,4.72,32.83,Low
29.76,9.69,26.66,4.92,27.55,Low
18.92,7.61,14.26,5.53,5.0,Low
14.76,21.74,10.06,4.89,14.66,Low
57.11,15.0,15.0,6.5,46.15,Medium
121.0,51.62,48.54,7.68,72.97,High
52.47,25.95,40.28,5.82,63.09,Medium
17.81,13.78,18.5,4.85,35.67,Low
21.98,0.0,15.4,5.66,34.17,Low
61.93,43.99,25.78,6.94,41.44,Medium
51.66,23.17,41.19,6.41,55.76,Medium
28.03,18.84,8.7,4.97,8.99,Low
30.0,35.74,37.68,5.61,65.72,Medium
37.38,13.75,16.93,4.36,22.75,Low
22.6,9.87,11.66,5.47,22.77,Low
60.73,39.6,27.13,6.17,31.24,Medium
38.05,35.21,30.33,6.82,42.95,Medium
69.25,15.0,41.72,5.95,65.19,Medium
14.04,10.56,13.41,4.52,35.99,Low
97.67,40.26,46.17,7.03,58.53,High
84.86,50.19,38.82,6.31,66.13,High
25.25,14.45,10.85,4.38,23.61,Low
26.21,20.28,15.2,4.03,16.83,Low
14.6,12.29,6.4,6.0,31.07,Low
36.95,0.11,12.78,5.4,21.16,Low
23.59,16.4,11.64,4.93,20.92,Low
35.22,14.99,4.88,4.56,25.84,Low
54.1,34.9,21.54,5.97,31.91,Medium
66.76,30.13,33.36,6.05,39.69,Medium
71.11,32.2,69.58,7.42,61.62,High
20.97,4.48,2.88,4.81,5.0,Low
15.44,9.66,15.57,4.54,21.45,Low
56.03,15.0,27.78,5.5,56.54,Medium
99.33,62.44,60.57,6.15,49.28,High
47.81,45.08,40.49,6.17,47.12,Medium
75.34,45.34,33.4,7.34,57.56,High
36.3,0.0,7.45,4.23,22.2,Low
40.39,7.11,6.93,4.87,18.54,Low
38.2,20.83,40.75,5.81,57.9,Medium
63.59,18.51,20.95,6.68,25.0,Medium
47.75,37.13,36.91,5.92,41.7,Medium
38.03,15.0,32.57,6.94,62.58,Medium
58.43,35.15,37.76,5.73,58.17,Medium
59.85,33.37,29.84,6.52,52.06,Medium
50.88,51.59,29.12,7.17,52.17,Medium
39.58,15.0,48.04,7.3,45.01,Medium
106.62,48.81,42.51,7.13,61.58,High
14.17,6.81,24.75,4.36,30.23,Low
74.51,58.22,43.82,6.82,74.78,High
103.74,50.73,73.27,7.88,58.61,High
80.65,65.29,48.67,6.36,67.88,High
32.61,15.91,13.43,4.97,36.43,Low
51.46,31.88,20.94,7.12,39.11,Medium
55.41,23.16,25.61,5.94,59.7,Medium
85.72,55.73,77.77,6.61,45.0,High
58.49,24.82,55.0,6.02,43.57,Medium
94.44,37.57,71.35,6.75,52.65,High
10.91,11.16,14.87,3.87,24.87,Low
33.43,30.1,16.04,6.5,54.75,Medium
35.5,15.02,2.73,6.0,13.4,Low
49.55,15.67,18.01,7.01,46.29,Medium
115.08,72.05,35.22,7.41,61.66,High
34.59,13.78,10.67,4.54,31.15,Low
57.68,39.12,19.55,6.14,58.96,Medium
30.52,6.4,5.74,4.22,25.25,Low
104.01,41.21,47.42,7.01,58.55,High
72.98,38.27,53.28,6.37,73.08,High
24.52,13.36,11.4,5.53,25.93,Low
100.63,71.99,67.01,6.95,59.87,High
68.99,54.85,49.22,6.97,80.41,High
69.68,41.62,55.0,5.58,53.08,Medium
104.37,38.05,53.88,6.47,76.51,High
102.18,76.7,57.14,6.91,65.22,High
30.0,39.88,23.4,7.5,52.07,Medium
38.07,9.15,11.51,5.87,30.23,Low
58.11,31.16,19.4,6.91,34.51,Medium
40.83,12.41,13.13,4.98,18.51,Low
80.65,63.81,41.36,6.12,61.12,High
19.43,13.02,12.5,4.45,33.32,Low
42.63,16.76,22.91,5.7,60.93,Medium
78.22,45.01,64.37,6.66,82.07,High
51.57,41.45,39.85,6.18,67.81,Medium
86.47,70.3,48.41,6.13,48.37,High
8.57,8.86,18.9,5.31,18.83,Low
56.92,30.13,40.2,7.11,42.41,Medium
37.9,17.47,22.1,7.5,53.03,Medium
66.41,65.74,58.98,6.55,51.72,High
31.35,7.2,11.68,3.73,25.83,Low
79.78,61.66,55.91,7.03,78.66,High
116.08,40.88,34.71,6.49,70.12,High
30.0,25.24,24.53,6.51,61.93,Medium
82.16,61.63,51.58,7.02,57.54,High
55.46,38.68,34.97,6.36,53.65,Medium
78.5,31.6,33.74,5.83,64.0,Medium
48.83,29.71,19.97,5.99,51.05,Medium
68.72,40.7,30.32,6.5,40.24,Medium
94.39,58.07,31.16,8.0,64.09,High
62.74,44.13,50.51,6.55,26.66,Medium
46.37,28.36,45.15,6.54,50.78,Medium
47.5,44.3,15.0,7.32,39.46,Medium
100.09,67.99,63.35,6.9,56.71,High
43.83,20.53,31.27,6.76,39.49,Medium
50.72,28.55,39.3,6.71,41.37,Medium
36.65,13.64,9.15,4.91,28.62,Low
32.79,3.46,15.96,4.66,29.1,Low
105.66,56.82,65.86,6.52,73.97,High
100.05,37.39,44.52,7.16,49.99,High
61.77,29.77,41.77,6.63,40.13,Medium
40.82,22.21,20.28,4.53,43.19,Low
40.56,25.72,17.17,6.04,42.38,Medium
85.8,51.82,55.19,7.04,54.32,High
79.42,50.43,67.77,7.75,58.84,High
57.79,34.73,30.38,6.44,37.85,Medium
62.66,61.94,37.44,6.82,72.95,High
17.71,18.47,10.67,4.69,22.2,Low
48.46,20.84,22.25,5.5,25.0,Medium
39.05,11.43,2.06,6.0,27.46,Low
40.7,19.13,28.16,6.12,45.66,Medium
105.54,65.0,50.95,6.87,57.79,High
102.21,58.87,79.83,7.26,45.0,High
53.92,31.12,27.49,5.8,34.15,Medium
21.83,4.75,18.82,4.59,11.76,Low
33.23,26.21,10.44,3.82,23.49,Low
93.63,71.17,37.32,7.01,59.56,High
21.61,10.34,21.41,5.65,27.97,Low
44.22,46.94,31.91,5.5,56.92,Medium
36.54,26.85,25.2,5.96,42.36,Medium
76.24,38.19,72.98,6.47,71.87,High
117.66,55.04,62.06,7.67,65.04,High
24.14,1.54,16.26,3.66,17.1,Low
30.5,10.02,17.21,4.97,21.23,Low
36.82,13.04,0.0,5.46,45.0,Low
35.65,34.36,33.32,5.65,56.72,Medium
21.74,13.91,0.0,5.48,19.08,Low
103.97,52.77,52.02,6.97,68.42,High
36.38,27.02,16.34,5.5,30.08,Medium
29.86,0.07,18.34,5.65,30.7,Low
88.47,50.8,40.76,7.54,53.4,High
54.15,25.49,15.0,6.46,45.96,Medium
54.73,32.61,22.9,6.05,44.67,Medium
65.14,30.86,25.13,6.83,43.32,Medium
91.12,67.34,57.9,7.15,54.53,High
50.08,35.85,34.19,7.12,56.06,Medium
26.35,15.97,4.26,4.43,27.86,Low
108.63,52.33,53.73,7.37,75.44,High
47.26,15.0,20.91,7.5,51.3,Medium
61.31,39.07,36.62,6.52,38.87,Medium
58.33,31.87,43.8,6.34,34.42,Medium
34.63,35.91,37.58,6.59,33.59,Medium
61.72,31.67,40.72,7.44,50.35,Medium
111.79,52.48,64.19,6.61,47.6,High
31.35,6.86,12.65,5.7,13.25,Low
42.58,25.29,45.21,5.9,41.73,Medium
63.99,48.12,28.26,6.06,45.44,Medium
88.84,61.83,62.23,7.1,68.85,High
30.88,22.34,27.18,5.5,52.85,Medium
41.32,39.29,38.13,7.5,70.0,Medium
50.59,29.61,35.81,6.18,55.28,Medium
126.53,54.32,55.18,6.97,57.79,High
51.93,34.21,16.06,6.61,63.32,Medium
78.2,39.81,30.0,6.14,63.07,High
74.62,60.12,60.54,7.68,69.93,High
29.79,17.8,19.92,4.39,34.23,Low
54.45,36.2,17.3,7.19,51.01,Medium
25.67,14.81,11.94,6.0,26.01,Low
46.57,25.68,43.47,6.41,43.59,Medium
0.0,10.97,8.6,6.0,25.37,Low
80.0,28.67,43.16,6.47,48.26,Medium
39.02,24.99,37.97,7.06,31.41,Medium
24.22,5.77,18.99,5.97,28.69,Low
16.94,17.92,5.22,5.59,22.4,Low
12.7,8.53,25.6,6.0,35.63,Low
74.54,46.43,64.74,6.77,67.6,High
50.46,28.37,35.97,5.91,57.64,Medium
72.59,33.84,45.59,5.58,55.14,Medium
50.22,26.22,15.0,7.16,64.04,Medium
56.07,39.14,28.1,6.42,54.97,Medium
7.32,5.34,15.31,5.69,32.41,Low
37.42,13.36,2.0,5.24,7.38,Low
33.28,12.41,15.04,4.66,18.08,Low
22.25,23.67,13.48,4.39,15.07,Low
47.2,41.58,22.42,7.24,41.47,Medium
78.09,37.95,41.18,6.28,49.01,Medium
50.75,32.14,30.94,5.5,46.14,Medium
27.42,15.62,19.92,3.5,20.89,Low
23.37,14.34,26.55,5.28,21.13,Low
71.91,44.31,39.26,5.51,33.77,Medium
85.99,49.43,46.94,6.8,45.64,High
26.29,10.71,17.06,5.44,35.06,Low
23.08,25.5,13.75,4.54,35.89,Low
99.23,53.93,64.08,6.39,77.96,High
60.0,52.97,48.98,7.26,73.33,High
10.67,0.97,4.25,4.9,29.64,Low
78.22,60.59,46.79,6.52,49.14,High
58.49,47.65,44.0,7.44,50.89,Medium
77.66,58.82,73.75,6.56,58.95,High
91.66,67.07,64.83,7.58,65.85,High
67.33,55.0,19.19,5.86,50.28,Medium
46.72,35.06,35.63,5.99,54.92,Medium
70.92,44.38,15.0,6.38,48.77,Medium
8.72,8.23,10.88,4.04,15.48,Low
69.65,71.53,59.54,7.66,45.8,High
27.09,23.54,14.68,6.0,28.03,Low
30.0,38.37,55.0,6.65,39.25,Medium
87.61,74.23,78.13,6.57,48.13,High
39.07,21.72,18.31,5.71,44.61,Low
24.64,10.91,3.29,4.66,35.77,Low
10.96,12.65,7.88,4.43,20.68,Low
47.18,38.14,43.38,5.94,55.02,Medium
43.87,35.56,19.12,5.5,42.01,Medium
83.27,62.36,57.59,6.4,45.0,High
46.8,38.12,21.22,6.15,51.97,Medium
57.77,15.0,24.77,6.0,43.41,Medium
18.15,10.72,9.2,5.15,12.96,Low
87.95,60.45,66.99,6.79,68.03,High
66.61,45.8,51.95,7.04,54.2,High
100.21,55.64,55.34,6.39,67.28,High
89.84,48.77,45.2,6.48,87.25,High
67.61,33.62,26.17,5.79,49.91,Medium
53.48,34.97,15.0,6.28,68.76,Medium
45.68,15.0,25.03,6.1,45.26,Medium
92.06,51.18,36.75,7.17,64.13,High
88.13,68.41,61.82,6.94,66.34,High
124.81,42.27,63.71,6.03,51.83,High
37.12,40.83,17.72,5.5,70.0,Medium
110.07,65.43,66.91,7.28,56.85,High
105.07,61.97,75.49,6.36,57.69,High
29.68,8.14,7.42,4.44,36.84,Low
76.69,58.29,53.86,6.59,45.29,High
88.43,52.51,55.83,6.34,69.99,High
46.42,50.98,25.02,6.36,70.0,Medium
91.86,82.9,70.55,7.28,66.8,High
79.65,47.28,23.53,6.37,69.01,Medium
99.41,65.74,60.61,6.62,48.64,High
17.11,12.75,19.7,5.83,28.42,Low
88.38,47.56,69.35,6.71,67.96,High
48.05,42.44,19.59,5.89,58.89,Medium
88.16,55.88,61.37,7.37,61.32,High
31.01,14.58,6.1,4.54,10.13,Low
61.77,30.75,48.8,5.96,34.21,Medium
35.89,23.89,0.81,4.28,21.58,Low
5.75,13.48,7.07,5.17,22.34,Low
61.11,35.69,46.35,5.92,59.27,Medium
60.62,31.65,17.6,5.5,42.13,Medium
34.41,37.62,15.64,6.14,48.29,Medium
77.58,28.66,30.94,5.93,63.29,Medium
48.69,27.44,18.06,5.5,37.32,Medium
0.0,4.68,11.74,4.94,16.87,Low
57.23,27.89,45.92,6.29,51.93,Medium
24.49,7.27,13.91,5.36,30.57,Low
91.24,51.55,64.79,6.34,69.32,High
56.68,29.01,33.87,6.38,42.82,Medium
55.23,29.21,23.33,5.94,67.86,Medium
54.23,26.74,48.93,6.2,28.57,Medium
21.22,5.37,16.79,6.0,30.38,Low
23.06,10.05,7.78,5.34,35.42,Low
24.87,10.72,28.26,5.46,22.9,Low
50.01,47.71,27.88,7.28,48.38,Medium
60.0,63.46,82.31,7.18,59.37,High
57.63,21.67,41.3,6.5,61.63,Medium
12.37,5.01,9.65,5.11,27.01,Low
102.44,30.0,59.76,6.02,71.35,High
40.72,30.92,35.19,6.57,52.43,Medium
95.78,51.07,52.69,6.75,68.26,High
78.49,45.73,78.69,6.0,49.44,High
30.0,29.78,44.01,6.2,50.92,Medium
57.85,18.29,26.47,7.23,45.94,Medium
25.81,14.34,10.06,4.74,17.66,Low
34.32,11.52,14.63,5.25,22.1,Low
19.26,2.97,15.01,4.9,39.3,Low
35.08,38.6,45.0,6.63,48.99,Medium
44.21,24.48,15.0,6.13,39.78,Medium
31.97,6.22,12.05,4.92,33.56,Low
31.24,9.12,8.09,5.08,31.79,Low
47.13,16.58,36.44,5.72,54.02,Medium
117.45,33.89,78.41,6.47,64.42,High
82.43,54.48,66.61,7.55,65.53,High
56.48,28.0,31.65,6.32,42.74,Medium
69.35,55.51,61.56,6.38,64.65,High
39.44,46.31,31.69,6.31,51.42,Medium
25.03,8.09,16.41,4.84,9.84,Low
27.91,13.73,5.59,4.81,27.37,Low
29.33,13.95,13.5,3.5,25.48,Low
19.48,9.91,13.42,4.32,21.93,Low
80.0,30.0,41.78,6.29,38.21,Medium
51.4,47.8,17.29,6.75,56.93,Medium
71.24,59.45,57.4,7.46,66.72,High
12.09,7.78,11.31,5.45,24.16,Low
22.36,17.08,18.11,4.17,34.85,Low
78.6,69.87,38.83,7.05,59.68,High
83.19,73.85,46.27,6.6,63.8,High
42.53,23.95,34.88,6.28,40.91,Medium
109.87,52.0,52.47,6.41,60.83,High
84.89,64.9,66.53,6.0,49.1,High
37.18,17.79,32.79,6.33,43.58,Medium
30.96,21.8,17.68,7.37,61.45,Medium
31.11,17.03,6.53,6.0,43.08,Low
19.9,10.39,23.23,5.0,12.3,Low
21.04,7.09,15.69,4.9,24.11,Low
24.72,9.15,13.38,3.83,35.45,Low
58.66,21.93,20.76,6.68,46.23,Medium
98.61,30.0,43.45,7.06,64.84,High
42.08,31.27,31.27,6.67,57.78,Medium
75.82,60.13,52.17,6.45,66.75,High
38.9,46.93,15.04,7.19,35.35,Medium
19.24,17.25,10.84,4.71,11.78,Low
26.15,15.68,9.02,4.92,28.32,Low
91.57,56.37,36.13,6.78,57.05,High
67.16,44.07,36.4,6.33,45.11,High
50.75,39.37,15.0,6.06,28.63,Medium
91.43,47.29,56.45,7.01,67.29,High
67.06,78.27,63.29,7.38,45.74,High
30.0,44.04,25.32,6.1,51.24,Medium
93.3,42.3,48.47,7.78,64.82,High
14.97,15.52,16.72,4.5,10.71,Low
33.63,18.97,13.51,4.62,9.42,Low
31.24,5.13,10.6,6.0,18.92,Low
83.86,43.57,46.58,6.32,69.98,High
35.51,12.98,17.21,4.1,29.48,Low
92.88,40.32,74.06,6.0,48.77,High
29.28,9.73,8.49,4.61,29.8,Low
32.0,22.71,18.07,6.43,52.79,Medium
54.4,25.78,53.95,7.04,41.52,Medium
105.3,55.39,58.75,6.64,53.44,High
78.91,47.62,52.83,6.72,71.01,High
48.42,35.7,35.65,5.64,54.27,Medium
68.57,19.66,15.0,6.1,51.52,Medium
45.97,22.31,43.28,6.65,65.2,Medium
53.18,15.0,28.0,5.96,29.37,Medium
78.79,39.09,44.39,6.54,27.56,Medium
89.89,47.91,50.2,7.69,59.03,High
16.05,9.36,21.28,4.46,24.05,Low
95.9,71.94,44.95,7.63,62.17,High
84.12,66.84,66.22,6.67,68.63,High
36.08,33.1,37.46,5.83,56.84,Medium
68.38,61.69,57.15,7.24,56.66,High
33.91,17.39,15.86,4.73,14.24,Low
50.6,36.7,17.07,6.06,54.23,Medium
53.1,49.32,32.86,5.65,52.1,Medium
97.92,54.22,47.05,7.06,77.3,High
58.04,47.88,26.27,6.32,50.54,Medium
33.66,21.39,13.03,4.91,22.76,Low
49.6,21.35,21.1,5.8,38.87,Medium
32.59,3.4,17.29,5.62,5.0,Low
23.45,16.46,16.07,4.77,32.03,Low
49.86,36.74,34.59,5.65,59.46,Medium
99.87,43.17,42.82,6.96,71.91,High
16.37,15.46,0.0,6.0,26.71,Low
78.09,69.7,66.84,6.35,67.1,High
77.7,44.01,32.2,6.78,56.95,Medium
101.14,61.39,52.61,6.56,61.65,High
26.46,0.0,6.47,5.7,17.18,Low
30.0,38.54,32.79,6.86,70.0,Medium
32.85,18.73,11.52,4.36,12.94,Low
51.81,34.76,28.12,7.38,62.55,Medium
54.41,44.07,35.82,5.85,46.43,Medium
107.87,53.59,30.0,7.14,65.68,High
68.45,42.18,20.58,6.07,70.0,Medium
44.14,21.89,35.71,5.5,26.81,Medium
29.11,19.7,17.11,4.6,26.62,Low
54.53,18.91,27.1,6.41,51.0,Medium
70.94,43.24,35.5,5.93,58.37,Medium
34.42,10.84,14.75,4.39,35.1,Low
96.95,69.17,46.75,6.86,77.22,High
69.17,37.94,23.51,6.47,54.16,Medium
46.19,22.38,34.11,6.1,42.54,Medium
57.71,17.06,17.55,6.38,56.29,Medium
97.4,74.94,61.19,7.09,62.56,High
63.62,33.2,33.22,6.64,32.23,Medium
113.24,73.41,65.69,6.16,51.05,High
46.01,38.92,45.72,6.09,34.84,Medium
69.14,22.85,32.44,6.37,46.57,Medium
38.25,16.19,29.84,5.5,60.0,Medium
60.1,24.3,38.11,6.45,45.59,Medium
74.96,36.72,18.34,6.71,61.07,Medium
32.42,20.54,37.13,6.22,35.92,Medium
16.2,7.94,13.26,4.62,17.6,Low
17.56,19.14,9.61,4.73,27.1,Low
52.8,18.28,46.95,5.82,46.41,Medium
54.26,19.05,23.46,5.97,34.38,Medium
53.92,25.92,19.39,5.5,27.32,Medium
62.49,27.49,44.72,6.6,52.06,Medium
31.38,44.02,44.97,7.04,31.89,Medium
39.72,1.85,10.18,4.89,17.36,Low
71.06,39.83,37.84,6.22,39.7,Medium
77.34,30.0,55.24,6.68,80.58,High
65.85,43.65,26.44,6.58,38.63,Medium
60.0,47.97,57.67,6.69,45.0,High
29.1,18.9,14.57,5.32,23.29,Low
24.9,3.0,11.87,3.5,19.82,Low
17.67,16.68,16.24,3.91,26.71,Low
75.36,54.73,70.08,6.95,70.11,High
31.51,23.47,12.2,5.14,30.16,Low
8.62,15.05,8.2,5.8,21.37,Low
85.31,36.3,55.51,6.6,48.09,High
28.32,13.24,14.06,6.0,45.0,Low
40.67,31.72,34.46,6.57,49.5,Medium
47.89,39.85,47.94,5.84,35.99,Medium
75.0,59.74,46.64,6.78,62.13,High
54.81,42.5,34.72,5.71,50.05,Medium
55.81,47.9,18.88,5.61,25.0,Medium
67.07,50.72,46.24,6.0,75.49,High
67.55,55.63,68.96,6.45,55.98,High
89.66,57.59,54.87,6.92,50.72,High
28.08,10.7,8.94,4.14,19.68,Low
24.75,11.15,6.36,5.94,23.98,Low
28.88,15.79,16.49,4.95,26.93,Low
82.99,43.82,69.32,6.74,60.85,High
65.14,45.77,33.4,6.5,35.6,Medium
60.34,29.71,36.93,6.49,40.78,Medium
85.12,38.35,57.48,6.51,60.23,High
63.59,40.39,40.69,6.47,38.32,Medium
70.61,51.11,80.16,7.05,52.31,High
43.66,20.12,31.86,5.5,62.43,Medium
32.16,12.7,14.53,4.48,7.42,Low
109.25,48.86,33.01,6.25,63.21,High
78.37,22.07,26.15,5.5,52.37,Medium
86.42,33.81,64.36,6.62,48.77,High
54.17,38.56,30.87,6.43,54.87,Medium
53.57,29.78,23.41,5.97,68.33,Medium
58.74,46.34,19.79,5.68,48.48,Medium
63.38,23.57,19.63,6.05,62.73,Medium
63.75,21.31,43.16,6.58,58.74,Medium
91.82,41.57,50.67,7.31,65.85,High
30.0,17.97,30.21,6.42,54.75,Medium
114.98,44.28,59.4,7.14,66.85,High
99.05,61.48,55.03,6.44,61.72,High
74.23,67.16,56.9,7.63,56.52,High
24.72,7.06,7.01,4.76,32.72,Low
30.0,26.22,15.0,6.14,67.81,Medium
16.17,21.1,10.92,3.96,18.93,Low
34.33,18.05,30.17,5.86,58.76,Medium
93.25,40.43,30.0,6.6,66.05,High
43.46,34.02,17.58,7.35,43.51,Medium
35.37,2.99,11.62,5.42,24.79,Low
29.56,15.23,5.25,4.97,12.98,Low
41.38,39.89,20.56,6.58,68.31,Medium
63.12,84.5,62.14,6.68,68.23,High
108.3,71.19,42.28,7.02,57.27,High
47.17,23.73,28.7,6.05,39.86,Medium
84.55,59.84,43.78,6.78,60.18,High
30.73,16.79,0.0,4.43,39.09,Low
101.17,52.49,48.19,6.42,61.36,High
55.14,15.0,28.39,6.27,59.59,Medium
36.71,9.49,13.18,4.95,29.95,Low
86.42,71.36,66.17,7.11,75.92,High
43.97,51.64,25.49,6.5,37.9,Medium
56.72,16.23,20.75,6.34,42.57,Medium
80.37,47.26,58.46,7.51,82.71,High
8.7,15.83,13.45,4.42,5.0,Low
56.31,30.18,55.0,5.5,59.25,Medium
76.31,53.83,47.77,7.47,61.25,High
54.78,24.0,32.97,6.44,43.0,Medium
84.16,54.54,40.12,7.16,59.25,High
38.06,7.02,4.12,4.24,28.77,Low
72.73,43.36,26.49,6.7,43.31,Medium
90.1,42.29,54.47,7.79,61.32,High
82.91,66.62,55.16,6.49,53.39,High
94.48,52.25,51.61,7.22,52.74,High
98.17,43.5,47.74,7.15,50.61,High
69.78,15.0,35.2,5.5,31.68,Medium
15.48,15.59,15.24,4.62,13.52,Low
16.94,11.75,6.0,4.44,36.65,Low
59.88,32.21,47.97,6.34,30.19,Medium
28.03,8.9,8.93,5.03,11.53,Low
39.51,39.53,44.89,5.5,66.96,Medium
87.04,58.48,40.7,6.39,71.23,High
87.52,54.32,61.77,6.39,67.6,High
43.38,7.66,18.33,3.94,38.17,Low
31.62,16.23,12.79,4.32,36.42,Low
69.01,54.03,38.92,6.88,72.09,High
110.95,60.42,58.97,6.82,65.85,High
47.82,32.56,37.37,6.76,58.01,Medium
23.95,4.02,2.31,4.08,30.03,Low
53.56,25.1,50.92,5.88,54.16,Medium
101.83,43.24,54.88,6.85,61.18,High
24.7,17.02,26.74,5.13,5.0,Low
28.33,15.79,9.58,5.97,15.68,Low
