soil_moisture,temperature,humidity,ph,rainfall_mm,ET0,ETc,vpd_proxy,depletion,crop_type_enc,growth_stage_enc,irrigation_label
70.0,28.29,7.42,5.55,69.72,0.5,0.69,26.191,13.05,1,3,0
16.0,18.48,28.11,5.01,185.95,0.5,0.446,13.285,35.31,7,2,2
45.0,31.51,4.34,4.57,122.46,0.5,0.525,30.142,23.51,2,0,1
36.0,28.86,6.92,6.48,66.83,0.5,0.42,26.863,47.15,2,1,2
53.0,24.38,10.77,7.98,80.11,0.5,0.51,21.754,26.82,5,2,1
50.0,14.87,28.47,5.61,114.84,0.5,0.446,10.637,20.35,7,2,1
88.0,33.86,1.1,7.7,72.43,0.5,0.446,33.488,0.0,2,2,0
64.0,26.94,9.94,6.56,112.77,0.5,0.575,24.262,7.23,8,0,1
82.0,29.72,9.93,7.49,148.38,0.5,0.6,26.769,0.0,5,0,0
1.0,31.0,7.42,7.13,126.81,0.5,0.42,28.7,66.08,7,1,3
2.0,32.38,3.42,5.67,180.65,0.5,0.44,31.273,50.71,6,1,3
35.0,33.74,3.44,6.46,108.4,0.5,0.604,32.579,37.47,2,3,2
37.0,19.38,23.28,6.48,89.59,0.5,0.604,14.868,40.51,4,3,2
85.0,21.65,18.64,6.43,23.44,0.5,0.517,17.614,10.01,0,3,0
54.0,28.72,2.92,7.61,106.29,0.5,0.46,27.881,18.68,8,1,1
78.0,18.99,21.24,6.28,38.08,0.5,0.632,14.957,13.38,6,3,0
50.0,20.75,20.63,6.21,175.61,0.5,0.6,16.469,4.46,5,0,1
90.0,22.39,14.64,6.2,81.15,0.5,0.42,19.112,0.0,7,1,0
45.0,17.33,20.23,5.97,65.01,0.5,0.525,13.824,38.9,2,0,2
5.0,14.24,32.16,6.39,104.54,0.5,0.383,9.66,67.95,0,2,3
20.0,31.62,5.33,4.96,107.47,0.5,0.575,29.935,52.65,3,0,3
46.0,30.86,4.7,6.65,51.19,0.5,0.468,29.41,41.46,6,2,2
70.0,30.39,5.96,5.73,69.92,0.5,0.69,28.579,13.0,1,3,0
24.0,30.84,5.18,6.65,57.23,0.5,0.46,29.242,61.82,8,1,3
71.0,32.08,3.5,6.24,109.98,0.5,0.383,30.957,0.5,0,2,0
29.0,18.3,26.83,5.82,88.89,0.5,0.489,13.39,48.41,8,2,2
57.0,26.86,6.32,6.41,109.95,0.5,0.46,25.162,14.7,3,1,1
14.0,18.82,25.56,6.35,159.57,0.5,0.489,14.01,44.48,3,2,2
31.0,18.21,20.21,6.25,70.4,0.5,0.446,14.53,51.26,7,2,3
80.0,22.72,16.38,6.02,29.12,0.5,0.661,18.998,13.85,8,3,0
53.0,19.4,26.25,5.62,104.63,0.5,0.69,14.307,20.7,5,3,1
55.0,19.97,21.84,6.94,97.52,0.5,0.517,15.609,20.17,0,3,1
12.0,14.17,31.52,5.8,119.1,0.5,0.69,9.704,57.82,5,3,3
32.0,25.65,16.05,7.1,80.11,0.5,0.69,21.533,48.27,1,3,2
13.0,28.66,6.01,5.7,212.87,0.5,0.51,26.938,31.26,5,2,2
41.0,26.63,7.61,6.52,50.79,0.5,0.69,24.603,47.12,1,3,2
55.0,20.57,15.31,6.37,53.35,0.5,0.632,17.421,32.29,6,3,1
71.0,32.45,0.86,7.16,64.11,0.5,0.55,32.171,13.2,6,0,0
10.0,30.78,3.81,5.67,90.43,0.5,0.42,29.607,66.83,2,1,3
36.0,32.41,4.38,5.52,113.23,0.5,0.36,30.99,34.57,0,1,2
38.0,29.22,6.23,6.31,61.83,0.5,0.45,27.4,46.56,0,0,2
87.0,31.16,4.84,6.32,92.08,0.5,0.48,29.652,0.0,1,1,0
14.0,27.8,7.74,6.2,117.62,0.5,0.446,25.648,55.61,2,2,3
38.0,20.33,11.66,6.99,210.27,0.5,0.604,17.96,7.19,2,3,1
9.0,27.76,5.96,5.84,96.48,0.5,0.661,26.106,66.81,8,3,3
17.0,24.84,18.22,6.61,65.11,0.5,0.575,20.314,67.0,3,0,3
60.0,16.64,31.54,7.32,188.64,0.5,0.604,11.392,0.0,7,3,1
39.0,23.47,16.6,7.39,60.75,0.5,0.46,19.574,45.88,3,1,2
44.0,23.4,15.13,7.17,89.61,0.5,0.604,19.86,33.51,7,3,2
63.0,20.6,21.71,7.25,182.27,0.5,0.42,16.128,0.0,7,1,1
41.0,17.88,17.01,5.58,104.78,0.5,0.525,14.839,32.25,4,0,2
55.0,19.97,21.84,6.94,97.52,0.5,0.69,15.609,20.6,1,3,1
69.0,23.15,14.63,6.37,74.03,0.5,0.661,19.763,12.82,3,3,0
56.0,26.66,6.04,7.37,100.79,0.5,0.36,25.05,17.9,0,1,1
8.0,23.16,18.11,5.4,100.22,0.5,0.51,18.966,66.43,5,2,3
17.0,35.21,1.52,7.54,65.82,0.5,0.48,34.675,66.57,5,1,3
29.0,19.25,23.87,6.12,25.16,0.5,0.575,14.655,65.7,8,0,3
65.0,34.22,3.66,4.95,161.78,0.5,0.383,32.968,0.0,0,2,0
39.0,18.38,22.28,6.71,37.31,0.5,0.632,14.285,52.59,6,3,2
70.0,27.61,6.41,6.46,32.77,0.5,0.45,25.84,22.35,0,0,1
78.0,33.88,3.43,4.81,105.04,0.5,0.51,32.718,0.0,1,2,0
76.0,19.38,23.52,6.16,21.97,0.5,0.48,14.822,19.32,5,1,1
83.0,16.62,30.59,6.55,23.29,0.5,0.36,11.536,11.66,0,1,0
12.0,19.17,29.56,7.12,217.38,0.5,0.517,13.503,31.07,0,3,2
5.0,14.24,32.16,6.39,104.54,0.5,0.525,9.66,68.31,2,0,3
22.0,30.98,2.08,7.42,102.19,0.5,0.661,30.336,52.28,8,3,3
40.0,29.36,5.79,5.85,134.13,0.5,0.51,27.66,25.35,1,2,1
40.0,26.55,8.63,7.44,31.87,0.5,0.44,24.259,52.56,6,1,2
30.0,18.02,24.06,6.42,110.23,0.5,0.42,13.684,41.52,2,1,2
35.0,23.5,16.67,6.11,92.1,0.5,0.42,19.583,41.38,4,1,2
79.0,21.03,17.38,4.95,92.85,0.5,0.525,17.375,0.0,2,0,0
90.0,31.6,4.42,5.57,98.17,0.5,0.661,30.203,0.0,8,3,0
62.0,24.01,13.16,5.42,91.56,0.5,0.44,20.85,14.58,6,1,1
48.0,32.72,2.43,7.5,73.59,0.5,0.51,31.925,33.56,5,2,2
70.0,31.09,4.04,6.22,79.81,0.5,0.42,29.834,9.67,7,1,0
48.0,18.97,24.84,6.19,26.31,0.5,0.525,14.258,46.27,2,0,2
23.0,24.53,13.08,6.25,114.74,0.5,0.42,21.321,47.32,7,1,2
75.0,22.64,16.42,6.49,21.08,0.5,0.575,18.923,20.79,3,0,1
31.0,23.04,10.64,6.5,206.4,0.5,0.51,20.589,14.99,1,2,1
13.0,16.18,32.76,7.18,192.49,0.5,0.604,10.879,36.95,4,3,2
59.0,26.35,4.23,7.82,49.02,0.5,0.446,25.235,28.98,2,2,1
2.0,17.27,23.57,6.22,50.5,0.5,0.69,13.199,86.2,1,3,4
55.0,31.92,3.05,7.83,115.77,0.5,0.632,30.946,15.57,6,3,1
70.0,19.45,19.48,6.48,71.6,0.5,0.6,15.661,12.32,1,0,0
2.0,22.53,16.66,5.81,112.9,0.5,0.42,18.777,68.81,4,1,3
41.0,27.94,7.82,5.9,116.93,0.5,0.632,25.755,29.26,6,3,1
72.0,32.94,4.11,5.52,132.77,0.5,0.55,31.586,0.0,6,0,0
84.0,16.51,30.44,6.4,24.84,0.5,0.45,11.484,10.47,0,0,0
16.0,18.8,25.98,5.78,146.45,0.5,0.46,13.916,45.92,8,1,2
70.0,27.61,6.41,6.46,32.77,0.5,0.525,25.84,22.54,4,0,1
5.0,20.15,13.78,6.89,71.74,0.5,0.604,17.373,77.29,2,3,4
70.0,32.02,3.82,6.2,72.33,0.5,0.55,30.797,12.0,6,0,0
77.0,26.86,9.98,6.92,104.88,0.5,0.661,24.179,0.0,8,3,0
83.0,15.4,27.84,5.82,117.73,0.5,0.6,11.113,0.0,1,0,0
10.0,31.52,3.97,6.17,119.7,0.5,0.55,30.269,59.31,6,0,3
7.0,32.87,3.78,6.44,94.31,0.5,0.446,31.628,68.85,7,2,3
58.0,30.99,4.25,6.18,88.44,0.5,0.383,29.673,19.27,0,2,1
30.0,29.44,4.56,5.68,113.12,0.5,0.69,28.098,41.43,5,3,2
7.0,23.4,14.01,6.53,26.32,0.5,0.48,20.122,87.15,5,1,4
68.0,31.54,4.1,6.18,112.98,0.5,0.446,30.247,2.85,7,2,0
57.0,34.48,3.23,5.02,188.49,0.5,0.55,33.366,0.0,6,0,1
17.0,31.35,2.58,7.46,118.49,0.5,0.6,30.541,52.76,5,0,3
43.0,25.14,11.9,5.99,64.16,0.5,0.661,22.148,41.47,3,3,2
75.0,25.58,8.95,6.43,92.2,0.5,0.661,23.291,1.96,3,3,0
8.0,25.92,10.39,5.74,112.19,0.5,0.525,23.227,63.26,2,0,3
65.0,30.91,5.36,6.27,104.44,0.5,0.489,29.253,8.25,3,2,0
58.0,36.25,4.63,7.0,64.24,0.5,0.51,34.572,26.07,5,2,1
84.0,37.6,3.51,6.47,76.41,0.5,0.604,36.28,0.0,7,3,0
17.0,17.57,17.48,5.65,103.32,0.5,0.446,14.499,56.44,4,2,3
73.0,31.28,5.07,7.16,106.28,0.5,0.446,29.694,0.0,7,2,0
22.0,28.67,6.22,6.23,147.17,0.5,0.517,26.887,39.87,0,3,2
67.0,23.02,15.48,5.73,113.07,0.5,0.446,19.457,3.83,2,2,0
87.0,36.32,4.07,6.5,66.29,0.5,0.446,34.842,0.0,7,2,0
57.0,26.13,4.87,6.79,243.07,0.5,0.468,24.857,0.0,6,2,1
12.0,24.0,13.14,6.17,97.41,0.5,0.575,20.846,63.35,8,0,3
79.0,26.61,7.6,6.21,162.84,0.5,0.44,24.588,0.0,6,1,0
63.0,21.09,23.35,5.58,257.03,0.5,0.446,16.165,0.0,4,2,1
32.0,28.46,7.81,7.04,91.92,0.5,0.55,26.237,44.75,6,0,2
68.0,19.19,22.67,6.16,218.92,0.5,0.46,14.84,0.0,3,1,0
14.0,18.08,20.34,6.34,66.13,0.5,0.42,14.403,69.34,7,1,3
44.0,35.37,5.56,6.49,64.41,0.5,0.383,33.403,39.7,0,2,2
32.0,26.59,5.11,6.73,116.8,0.5,0.604,25.231,38.22,4,3,2
59.0,27.8,11.14,6.81,120.65,0.5,0.42,24.703,9.73,7,1,1
65.0,20.29,22.45,7.1,195.77,0.5,0.661,15.735,0.0,3,3,0
57.0,35.55,5.14,5.7,60.95,0.5,0.604,33.723,28.18,4,3,1
20.0,30.65,5.52,6.21,44.21,0.5,0.46,28.958,69.31,3,1,3
14.0,18.1,43.17,7.64,49.55,0.5,0.6,10.286,74.23,1,0,4
85.0,28.99,2.84,7.02,111.78,0.5,0.48,28.167,0.0,1,1,0
19.0,23.2,15.02,6.08,26.26,0.5,0.45,19.715,75.09,0,0,4
21.0,34.01,6.17,5.59,70.43,0.5,0.55,31.912,61.51,6,0,3
84.0,16.51,30.44,6.4,24.84,0.5,0.42,11.484,10.4,7,1,0
45.0,18.49,36.98,6.55,35.03,0.5,0.36,11.652,46.52,0,1,2
57.0,31.23,3.8,6.25,89.8,0.5,0.51,30.043,20.22,5,2,1
80.0,20.97,17.74,5.63,93.3,0.5,0.446,17.25,0.0,2,2,0
17.0,20.04,14.65,6.58,75.95,0.5,0.489,17.104,63.88,8,2,3
35.0,18.77,19.33,6.59,111.28,0.5,0.575,15.142,36.63,3,0,2
49.0,31.26,5.36,6.82,46.87,0.5,0.661,29.584,40.1,8,3,2
52.0,18.71,22.01,5.4,100.77,0.5,0.446,14.592,22.12,7,2,1
66.0,17.62,18.55,5.78,106.36,0.5,0.45,14.351,6.64,0,0,0
14.0,31.72,2.52,7.99,110.22,0.5,0.48,30.921,57.68,5,1,3
66.0,18.21,44.74,6.08,50.61,0.5,0.604,10.063,21.95,7,3,1
4.0,29.71,5.29,5.99,107.03,0.5,0.51,28.138,68.61,5,2,3
57.0,26.13,4.87,6.79,243.07,0.5,0.42,24.857,0.0,2,1,1
1.0,18.1,21.76,6.55,111.66,0.5,0.48,14.161,70.29,5,1,4
3.0,30.52,5.12,6.29,50.56,0.5,0.604,28.957,84.97,4,3,4
1.0,31.8,3.94,5.81,99.21,0.5,0.6,30.547,73.93,1,0,4
87.0,30.52,4.69,7.24,64.61,0.5,0.661,29.089,0.0,8,3,0
81.0,16.25,27.9,6.07,27.21,0.5,0.42,11.716,12.76,4,1,0
6.0,22.36,17.12,8.92,71.9,0.5,0.446,18.532,75.86,7,2,4
56.0,25.97,11.78,6.13,100.93,0.5,0.446,22.911,18.08,2,2,1
38.0,22.56,16.13,6.61,29.11,0.5,0.46,18.921,55.35,8,1,2
52.0,26.06,8.85,6.82,59.84,0.5,0.69,23.754,33.7,5,3,1
73.0,18.54,19.21,6.78,57.8,0.5,0.44,14.978,12.62,6,1,0
53.0,19.88,25.68,6.55,197.12,0.5,0.46,14.775,0.0,8,1,1
21.0,32.42,7.73,6.91,130.38,0.5,0.446,29.914,45.19,7,2,2
23.0,35.12,1.12,6.86,74.62,0.5,0.575,34.727,58.45,3,0,3
62.0,17.83,16.26,5.56,178.81,0.5,0.661,14.931,0.0,8,3,1
51.0,23.76,19.5,6.6,60.65,0.5,0.45,19.127,33.88,0,0,1
42.0,31.88,2.83,7.68,110.68,0.5,0.489,30.978,29.57,3,2,1
30.0,16.97,28.87,6.54,21.45,0.5,0.632,12.071,65.84,6,3,3
63.0,22.83,18.89,6.43,91.67,0.5,0.44,18.517,13.54,6,1,1
3.0,20.04,22.86,6.27,21.19,0.5,0.6,15.459,92.82,1,0,4
87.0,32.88,3.95,6.49,108.66,0.5,0.525,31.581,0.0,4,0,0
83.0,18.82,25.52,6.16,26.85,0.5,0.575,14.017,11.24,8,0,0
11.0,22.35,16.72,6.11,23.67,0.5,0.55,18.613,84.04,6,0,4
72.0,19.04,29.16,5.01,263.11,0.5,0.51,13.488,0.0,1,2,0
77.0,15.24,27.14,5.8,102.26,0.5,0.489,11.104,0.0,8,2,0
74.0,25.81,6.11,7.72,51.92,0.5,0.632,24.233,13.67,6,3,0
7.0,23.4,14.01,6.53,26.32,0.5,0.525,20.122,87.26,7,0,4
34.0,16.51,21.12,6.44,50.92,0.5,0.604,13.023,53.87,7,3,3
76.0,18.26,23.41,6.8,102.52,0.5,0.575,13.985,0.0,8,0,0
70.0,25.44,9.18,6.18,76.89,0.5,0.46,23.105,10.56,3,1,0
37.0,18.62,19.95,6.14,107.34,0.5,0.51,14.905,35.52,5,2,2
66.0,32.04,3.77,6.05,110.33,0.5,0.575,30.832,5.89,3,0,0
26.0,17.65,22.72,7.01,43.8,0.5,0.525,13.64,63.58,2,0,3
90.0,24.48,11.83,6.37,111.14,0.5,0.42,21.584,0.0,7,1,0
8.0,18.24,28.95,5.53,135.34,0.5,0.604,12.96,57.26,2,3,3
1.0,30.5,4.91,5.71,90.67,0.5,0.44,29.002,75.81,6,1,4
71.0,21.13,23.97,3.53,43.88,0.5,0.6,16.065,18.75,1,0,1
86.0,31.8,3.89,6.88,186.92,0.5,0.44,30.563,0.0,6,1,0
28.0,30.34,2.92,6.4,120.63,0.5,0.42,29.454,40.74,2,1,2
66.0,18.21,44.74,6.08,50.61,0.5,0.55,10.063,21.82,6,0,1
9.0,24.01,13.38,4.95,98.33,0.5,0.6,20.797,66.16,1,0,3
61.0,17.46,29.94,6.75,24.45,0.5,0.632,12.232,34.03,6,3,1
26.0,29.14,2.99,7.18,109.15,0.5,0.517,28.269,46.06,0,3,2
88.0,35.13,2.58,6.42,70.23,0.5,0.661,34.224,0.0,3,3,0
66.0,20.22,23.15,5.61,62.21,0.5,0.51,15.539,18.61,1,2,1
58.0,35.48,4.22,6.66,107.24,0.5,0.69,33.983,15.0,5,3,1
86.0,32.21,4.92,5.61,121.56,0.5,0.36,30.625,0.0,0,1,0
13.0,28.66,6.01,5.7,212.87,0.5,0.446,26.938,31.1,7,2,2
40.0,21.18,34.06,6.44,185.5,0.5,0.661,13.966,11.97,3,3,1
22.0,21.44,18.58,5.95,121.94,0.5,0.446,17.456,46.45,2,2,2
55.0,17.38,17.74,7.06,52.85,0.5,0.525,14.297,32.16,7,0,1
64.0,17.84,18.72,6.54,104.62,0.5,0.604,14.5,9.49,7,3,1
63.0,17.04,18.86,6.43,39.24,0.5,0.46,13.826,27.64,3,1,1
43.0,31.64,2.21,6.56,111.78,0.5,0.45,30.941,28.18,0,0,1
66.0,19.31,21.11,5.06,91.23,0.5,0.446,15.234,10.68,2,2,0
7.0,31.16,4.08,6.94,48.48,0.5,0.69,29.889,81.74,5,3,4
2.0,17.27,23.57,6.22,50.5,0.5,0.525,13.199,85.79,4,0,4
68.0,22.14,11.19,6.03,204.96,0.5,0.489,19.663,0.0,8,2,0
40.0,26.55,8.63,7.44,31.87,0.5,0.525,24.259,52.77,7,0,2
15.0,29.49,5.61,6.16,102.56,0.5,0.51,27.836,58.8,1,2,3
26.0,25.82,8.74,6.0,40.71,0.5,0.604,23.563,64.6,7,3,3
9.0,18.09,46.55,6.38,38.21,0.5,0.468,9.669,81.93,6,2,4
15.0,27.67,5.43,7.4,106.7,0.5,0.661,26.168,58.07,8,3,3
52.0,28.52,8.37,8.2,34.97,0.5,0.69,26.133,40.36,5,3,1
41.0,29.77,6.62,6.11,51.71,0.5,0.69,27.799,46.87,5,3,2
76.0,35.4,3.7,6.66,93.62,0.5,0.446,34.09,0.04,4,2,0
10.0,21.49,27.03,7.78,257.0,0.5,0.42,15.681,22.21,4,1,1
35.0,31.37,1.42,7.01,71.65,0.5,0.6,30.925,47.31,1,0,2
57.0,33.34,2.51,6.93,67.53,0.5,0.69,32.503,26.64,5,3,1
36.0,15.67,20.51,5.84,73.34,0.5,0.446,12.456,45.47,7,2,2
88.0,20.19,43.67,7.5,250.08,0.5,0.51,11.373,0.0,5,2,0
18.0,23.08,10.22,6.37,218.52,0.5,0.446,20.721,24.58,4,2,1
75.0,31.43,7.43,6.77,153.12,0.5,0.446,29.095,0.0,4,2,0
35.0,19.44,22.9,6.81,89.74,0.5,0.575,14.988,42.4,3,0,2
66.0,20.81,38.96,6.97,206.26,0.5,0.661,12.702,0.0,3,3,0
37.0,25.62,13.25,7.31,69.64,0.5,0.51,22.225,45.62,1,2,2
16.0,28.86,7.0,6.13,44.21,0.5,0.69,26.84,73.88,1,3,4
66.0,21.24,11.08,6.58,63.35,0.5,0.604,18.887,18.54,4,3,1
2.0,21.17,16.66,6.83,97.55,0.5,0.51,17.643,73.15,1,2,4
41.0,29.77,6.62,6.11,51.71,0.5,0.46,27.799,46.3,8,1,2
41.0,17.88,17.01,5.58,104.78,0.5,0.48,14.839,32.13,1,1,2
90.0,31.25,4.7,6.03,44.4,0.5,0.575,29.781,0.0,3,0,0
13.0,21.11,17.32,6.39,65.9,0.5,0.46,17.454,70.5,8,1,4
35.0,18.04,20.98,6.79,48.48,0.5,0.661,14.255,53.67,8,3,2
21.0,18.96,24.76,7.17,42.99,0.5,0.48,14.266,68.68,1,1,3
58.0,21.9,11.07,6.68,63.69,0.5,0.48,19.476,26.14,1,1,1
26.0,24.85,18.02,7.48,80.5,0.5,0.51,20.372,53.71,5,2,3
37.0,15.93,21.2,6.33,73.01,0.5,0.36,12.553,44.34,0,1,2
15.0,27.67,5.43,7.4,106.7,0.5,0.45,26.168,57.55,0,0,3
39.0,23.76,11.73,6.69,67.06,0.5,0.661,20.973,44.69,3,3,2
50.0,30.76,6.0,8.84,72.98,0.5,0.632,28.914,32.03,6,3,1
16.0,23.38,13.16,6.28,110.44,0.5,0.604,20.303,55.93,4,3,3
22.0,21.14,20.16,6.65,25.38,0.5,0.55,16.878,72.58,6,0,3
57.0,30.52,3.09,6.95,100.2,0.5,0.42,29.577,17.21,7,1,1
18.0,19.5,23.03,5.5,100.31,0.5,0.6,15.009,56.63,5,0,3
84.0,19.62,11.94,6.62,46.44,0.5,0.383,17.277,4.52,0,2,0
74.0,21.17,24.25,5.03,68.8,0.5,0.517,16.036,8.86,0,3,0
72.0,20.9,18.1,6.27,92.21,0.5,0.45,17.117,4.43,0,0,0
56.0,32.86,3.64,6.21,195.57,0.5,0.575,31.664,0.0,8,0,1
81.0,16.25,27.9,6.07,27.21,0.5,0.51,11.716,12.99,5,2,0
77.0,32.84,7.43,7.46,177.32,0.5,0.525,30.4,0.0,2,0,0
15.0,27.67,5.43,7.4,106.7,0.5,0.46,26.168,57.57,3,1,3
71.0,31.0,4.07,5.74,108.86,0.5,0.42,29.738,0.89,7,1,0
17.0,27.73,5.84,5.65,111.08,0.5,0.525,26.111,54.56,2,0,3
39.0,20.41,41.71,7.04,231.09,0.5,0.489,11.897,0.32,8,2,1
77.0,30.17,3.5,7.53,115.36,0.5,0.575,29.114,0.0,3,0,0
31.0,22.2,17.72,8.71,52.14,0.5,0.489,18.266,56.26,3,2,3
22.0,34.81,2.58,6.22,187.9,0.5,0.489,33.912,28.89,3,2,1
59.0,32.48,3.81,6.1,117.29,0.5,0.517,31.243,10.88,0,3,1
60.0,26.94,7.5,6.94,51.51,0.5,0.69,24.92,27.93,5,3,1
82.0,30.4,6.02,6.87,51.7,0.5,0.69,28.57,5.88,1,3,0
81.0,20.3,22.88,5.58,75.45,0.5,0.6,15.655,0.29,5,0,0
32.0,18.54,13.97,6.6,208.34,0.5,0.6,15.95,13.7,1,0,1
17.0,24.26,14.26,9.16,55.61,0.5,0.42,20.801,69.16,2,1,3
22.0,17.63,27.85,6.33,21.85,0.5,0.46,12.72,73.3,8,1,3
90.0,24.22,14.13,5.6,73.36,0.5,0.525,20.798,0.0,2,0,0
13.0,22.42,20.72,5.58,104.78,0.5,0.51,17.775,60.21,1,2,3
85.0,25.44,12.96,6.04,191.4,0.5,0.6,22.143,0.0,1,0,0
4.0,15.86,27.83,5.52,110.43,0.5,0.51,11.446,67.7,1,2,3
13.0,18.52,21.96,6.42,57.66,0.5,0.42,14.453,72.61,2,1,4
7.0,31.4,2.04,7.82,112.98,0.5,0.661,30.759,64.39,3,3,3
21.0,18.83,21.8,5.45,95.89,0.5,0.517,14.725,54.61,0,3,3
57.0,26.74,6.74,6.16,108.55,0.5,0.69,24.938,15.65,1,3,1
53.0,33.11,2.53,7.55,64.56,0.5,0.604,32.272,31.22,4,3,1
26.0,21.11,22.84,5.53,209.9,0.5,0.661,16.288,19.43,8,3,1
77.0,30.09,5.24,6.34,131.34,0.5,0.46,28.513,0.0,8,1,0
46.0,29.57,6.22,7.39,90.42,0.5,0.42,27.731,30.83,4,1,2
57.0,18.76,21.94,4.53,93.17,0.5,0.446,14.644,19.16,4,2,1
50.0,25.58,8.16,6.36,150.2,0.5,0.46,23.493,10.92,3,1,1
63.0,29.55,6.15,6.42,66.34,0.5,0.632,27.733,20.81,6,3,1
58.0,23.64,15.44,5.7,76.14,0.5,0.489,19.99,22.83,8,2,1
36.0,23.23,14.83,6.12,28.16,0.5,0.525,19.785,57.77,2,0,2
59.0,21.04,21.1,5.98,108.34,0.5,0.604,16.601,13.49,4,3,1
84.0,24.81,5.82,6.54,77.72,0.5,0.42,23.366,0.0,2,1,0
53.0,25.04,16.4,6.4,92.07,0.5,0.36,20.933,23.24,0,1,1
81.0,32.06,0.89,6.6,73.38,0.5,0.446,31.775,0.46,7,2,0
50.0,26.28,8.01,6.28,43.88,0.5,0.489,24.175,39.47,8,2,1
29.0,17.34,20.24,5.86,69.66,0.5,0.575,13.83,53.78,8,0,3
72.0,22.3,16.97,5.24,59.19,0.5,0.525,18.516,13.46,7,0,0
35.0,24.91,5.66,6.69,172.48,0.5,0.575,23.5,20.24,3,0,1
24.0,17.53,29.47,6.4,22.84,0.5,0.446,12.364,71.0,4,2,3
4.0,31.14,3.87,6.88,56.48,0.5,0.6,29.935,82.37,1,0,4
6.0,23.88,12.62,6.9,41.53,0.5,0.468,20.866,84.04,6,2,4
32.0,29.48,6.58,5.77,109.91,0.5,0.604,27.54,40.07,7,3,2
90.0,20.91,11.66,6.52,79.27,0.5,0.604,18.472,0.0,7,3,0
17.0,31.35,2.58,7.46,118.49,0.5,0.525,30.541,52.57,7,0,3
49.0,31.26,5.36,6.82,46.87,0.5,0.661,29.584,40.1,3,3,2
8.0,17.53,22.4,5.78,108.32,0.5,0.575,13.603,64.42,8,0,3
72.0,30.78,3.38,6.22,122.74,0.5,0.468,29.74,0.0,6,2,0
65.0,27.35,6.02,6.73,115.57,0.5,0.661,25.704,5.7,8,3,0
24.0,25.49,10.5,4.52,38.49,0.5,0.489,22.814,66.91,3,2,3
30.0,36.31,3.86,6.27,91.26,0.5,0.51,34.908,46.83,1,2,2
70.0,15.48,26.62,5.79,121.13,0.5,0.69,11.359,0.0,5,3,0
79.0,20.68,21.97,7.07,183.62,0.5,0.48,16.137,0.0,1,1,0
81.0,26.88,7.04,6.1,214.41,0.5,0.517,24.988,0.0,0,3,0
1.0,30.5,4.91,5.71,90.67,0.5,0.42,29.002,75.76,2,1,4
49.0,21.74,20.9,5.75,87.76,0.5,0.44,17.196,28.59,6,1,1
35.0,18.77,19.33,6.59,111.28,0.5,0.46,15.142,36.34,3,1,2
52.0,18.71,22.01,5.4,100.77,0.5,0.489,14.592,22.23,3,2,1
30.0,31.63,2.5,6.97,116.81,0.5,0.468,30.839,39.88,6,2,2
39.0,20.45,19.47,6.39,91.1,0.5,0.55,16.468,37.97,6,0,2
38.0,21.14,21.12,7.47,190.23,0.5,0.44,16.675,12.15,6,1,1
89.0,32.17,4.23,5.59,102.79,0.5,0.45,30.809,0.0,0,0,0
81.0,16.89,18.82,6.57,53.15,0.5,0.468,13.711,5.93,6,2,0
15.0,33.78,6.54,6.03,171.7,0.5,0.525,31.571,40.32,4,0,2
1.0,34.4,2.24,7.33,68.97,0.5,0.446,33.629,81.64,2,2,4
29.0,28.33,7.58,7.21,75.14,0.5,0.44,26.183,51.97,6,1,3
46.0,29.16,10.16,7.28,176.9,0.5,0.44,26.197,7.72,6,1,1
5.0,26.23,10.32,7.05,111.72,0.5,0.46,23.523,66.23,8,1,3
79.0,35.53,3.96,6.38,78.96,0.5,0.69,34.123,1.57,1,3,0
37.0,19.38,23.28,6.48,89.59,0.5,0.383,14.868,39.96,0,2,2
45.0,17.98,15.89,5.55,150.95,0.5,0.48,15.123,15.77,1,1,1
73.0,25.5,9.05,5.67,93.75,0.5,0.69,23.192,3.61,1,3,0
22.0,18.24,28.24,5.66,68.51,0.5,0.489,13.089,60.87,8,2,3
54.0,25.91,4.38,6.99,203.4,0.5,0.46,24.775,0.0,3,1,1
1.0,27.8,6.08,6.36,90.24,0.5,0.6,26.11,76.33,5,0,4
22.0,17.63,27.85,6.33,21.85,0.5,0.446,12.72,73.26,7,2,3
38.0,33.04,1.29,7.36,65.24,0.5,0.446,32.614,45.64,7,2,2
86.0,31.8,3.89,6.88,186.92,0.5,0.446,30.563,0.0,4,2,0
78.0,24.91,17.3,7.33,73.64,0.5,0.525,20.601,3.59,4,0,0
44.0,18.0,16.48,7.2,109.87,0.5,0.489,15.034,27.79,3,2,1
78.0,18.99,21.24,6.28,38.08,0.5,0.48,14.957,13.0,5,1,0
79.0,35.53,3.96,6.38,78.96,0.5,0.661,34.123,1.5,3,3,0
20.0,23.1,18.12,5.76,106.36,0.5,0.525,18.914,52.82,4,0,3
90.0,32.73,7.31,6.97,161.53,0.5,0.446,30.337,0.0,4,2,0
16.0,24.62,6.13,6.72,149.91,0.5,0.525,23.111,45.16,4,0,2
41.0,37.36,3.8,6.67,78.35,0.5,0.604,35.94,39.52,2,3,2
8.0,17.62,29.68,6.67,28.75,0.5,0.51,12.39,85.57,5,2,4
84.0,37.6,3.51,6.47,76.41,0.5,0.525,36.28,0.0,4,0,0
