Temperature,Humidity,Moisture,Soil_Type,Crop_Type,Nitrogen,Potassium,Phosphorous,Fertilizer_Name
36.48,62.55,42.45,Silt,Soybean,45.93,40.2,26.64,Compost
26.84,63.08,54.96,Loamy,Mustard,61.58,34.45,44.72,Compost
24.51,52.8,40.24,Alluvial,Rice,69.65,68.47,42.07,Compost
32.78,58.14,47.89,Sandy,Soybean,28.95,9.08,10.34,NPK 20-20-20
38.21,56.99,46.86,Silt,Rice,27.58,41.59,40.86,Urea
36.83,52.57,33.97,Clay,Wheat,67.11,47.52,37.27,Compost
31.55,54.49,59.82,Loamy,Vegetables,72.08,34.13,39.96,Compost
29.99,57.48,37.8,Alluvial,Soybean,63.04,48.9,38.55,Compost
36.4,53.28,34.16,Clay,Soybean,65.71,40.13,40.86,Compost
25.79,59.6,48.0,Alluvial,Vegetables,76.47,42.51,56.23,Compost
31.11,53.24,35.41,Loamy,Lentil,49.37,38.37,43.56,Compost
26.88,63.14,31.39,Loamy,Lentil,77.86,41.06,37.56,Compost
32.3,59.81,28.59,Alluvial,Chickpea,68.38,27.65,50.66,Compost
22.02,54.99,45.56,Sandy,Maize,13.86,16.54,21.63,MOP
31.14,72.63,43.53,Silt,Vegetables,58.74,35.5,47.04,Compost
25.28,62.58,59.57,Loamy,Soybean,59.43,49.68,33.29,Compost
31.26,64.04,47.95,Sandy,Mustard,16.35,13.08,2.84,NPK 20-20-20
29.75,57.62,57.32,Sandy,Vegetables,20.72,9.34,13.22,NPK 20-20-20
23.03,72.49,47.17,Sandy,Chickpea,16.19,11.71,10.27,NPK 20-20-20
28.4,60.13,65.18,Silt,Lentil,54.24,38.71,37.66,Compost
30.5,62.34,38.91,Silt,Lentil,30.75,41.13,27.8,Urea
31.05,57.07,19.34,Sandy,Wheat,20.1,11.66,15.45,NPK 20-20-20
35.57,59.96,38.98,Sandy,Wheat,11.43,14.84,15.55,NPK 20-20-20
27.42,59.81,49.65,Clay,Vegetables,73.81,55.56,37.66,Compost
23.18,66.73,53.32,Silt,Mustard,56.7,21.92,50.82,Compost
33.63,54.19,56.4,Sandy,Mustard,19.86,9.93,18.17,NPK 20-20-20
29.88,58.23,42.5,Loamy,Chickpea,59.41,54.68,25.44,Compost
31.53,65.71,47.35,Silt,Rice,47.34,46.68,54.54,Compost
30.27,49.44,41.4,Sandy,Rice,26.4,13.17,10.93,NPK 20-20-20
33.98,58.51,31.5,Loamy,Chickpea,61.99,32.82,38.86,Compost
29.0,58.0,52.0,Loamy,Wheat,13.0,0.0,36.0,DAP
33.02,53.87,32.76,Clay,Soybean,48.03,58.33,52.14,Compost
36.03,62.05,55.53,Loamy,Chickpea,54.21,32.98,38.82,Compost
30.11,64.89,69.03,Sandy,Soybean,35.02,15.27,14.41,NPK 20-20-20
26.65,55.68,68.22,Sandy,Soybean,23.73,13.67,25.55,MOP
25.1,48.02,26.27,Clay,Rice,74.74,37.25,41.12,Compost
25.63,50.55,49.71,Clay,Lentil,63.56,47.32,41.59,Compost
38.93,61.08,32.04,Clay,Wheat,72.35,46.63,39.96,Compost
27.15,63.03,46.02,Sandy,Soybean,16.09,14.67,18.31,NPK 20-20-20
30.83,57.75,40.05,Sandy,Vegetables,13.42,18.48,5.64,NPK 20-20-20
32.04,61.18,39.75,Silt,Rice,43.21,25.16,36.27,Compost
34.81,71.82,46.85,Sandy,Lentil,21.6,14.0,19.61,NPK 20-20-20
26.26,67.31,39.33,Silt,Rice,46.31,27.85,23.91,Compost
32.92,60.79,65.85,Silt,Chickpea,63.77,41.25,37.75,Compost
22.76,60.54,30.54,Silt,Rice,56.25,41.34,42.28,Compost
28.5,59.3,51.71,Clay,Mustard,71.41,54.79,43.83,Compost
28.61,59.7,46.25,Loamy,Lentil,79.07,29.21,34.45,Compost
30.87,58.16,26.56,Sandy,Rice,29.23,4.34,5.66,NPK 20-20-20
28.69,62.71,34.08,Alluvial,Rice,63.01,53.56,50.13,Compost
32.41,60.47,50.92,Alluvial,Lentil,43.96,46.35,37.34,Compost
37.08,59.1,31.25,Silt,Lentil,63.18,36.71,41.65,Compost
36.8,49.27,36.55,Silt,Vegetables,31.57,21.83,17.74,DAP
35.91,59.07,37.94,Alluvial,Wheat,69.97,49.37,41.51,Compost
34.91,53.52,51.38,Silt,Potato,55.59,29.06,26.68,Compost
23.23,53.37,40.99,Silt,Wheat,59.55,46.22,39.54,Compost
29.91,41.46,47.97,Clay,Mustard,76.92,61.1,35.79,Compost
28.21,55.27,40.36,Clay,Maize,51.28,44.67,64.24,Compost
31.65,65.48,57.66,Sandy,Maize,21.57,20.98,14.76,DAP
34.68,59.07,53.23,Alluvial,Lentil,62.18,66.13,67.64,Compost
35.34,59.46,33.59,Silt,Mustard,56.64,34.62,41.1,Compost
31.96,45.86,48.33,Clay,Vegetables,71.64,42.94,34.67,Compost
29.47,63.8,29.88,Loamy,Rice,51.12,29.69,36.91,Compost
29.97,53.36,17.17,Alluvial,Mustard,76.71,57.96,39.49,Compost
31.82,65.99,31.11,Silt,Potato,53.44,44.0,50.82,Compost
28.45,58.82,47.69,Silt,Rice,48.13,17.13,34.49,MOP
31.1,62.79,44.68,Clay,Potato,60.68,37.06,38.78,Compost
32.39,57.62,40.78,Clay,Potato,68.87,42.57,51.97,Compost
35.03,66.6,40.78,Sandy,Potato,18.6,8.77,17.9,NPK 20-20-20
31.33,54.93,55.24,Alluvial,Lentil,76.13,39.36,64.41,Compost
33.47,74.45,39.0,Clay,Rice,68.15,66.88,44.71,Compost
35.13,64.1,56.18,Clay,Wheat,52.87,56.85,47.17,Compost
28.56,58.75,41.57,Sandy,Mustard,21.72,12.27,15.03,NPK 20-20-20
29.99,56.85,62.99,Alluvial,Lentil,60.03,52.52,48.67,Compost
27.32,53.49,47.54,Silt,Lentil,65.09,34.58,22.32,Compost
32.87,58.61,39.08,Sandy,Rice,17.57,19.26,18.79,NPK 20-20-20
32.41,69.51,47.25,Sandy,Potato,6.54,6.71,21.1,MOP
31.49,50.59,42.26,Clay,Mustard,60.25,32.54,52.49,Compost
29.02,54.77,40.09,Sandy,Vegetables,11.39,10.91,13.99,NPK 20-20-20
25.32,59.21,43.18,Silt,Maize,47.97,40.99,44.6,Compost
35.14,59.08,43.0,Clay,Rice,55.0,45.46,45.29,Compost
26.0,67.57,49.98,Silt,Lentil,61.59,33.35,44.55,Compost
37.37,57.4,45.23,Clay,Mustard,54.88,42.23,40.81,Compost
26.23,61.41,59.67,Loamy,Wheat,67.81,29.09,31.3,Compost
29.43,47.1,44.99,Clay,Mustard,54.97,46.7,47.44,Compost
31.47,63.4,44.82,Alluvial,Rice,93.26,58.81,43.4,Compost
23.54,61.21,36.45,Sandy,Soybean,22.01,10.88,5.82,NPK 20-20-20
26.35,63.54,32.01,Silt,Lentil,46.62,42.91,39.28,Compost
28.45,59.65,39.19,Loamy,Rice,54.55,36.81,46.22,Compost
31.08,66.86,41.12,Clay,Mustard,59.06,52.31,40.32,Compost
31.09,64.8,55.15,Loamy,Rice,56.6,42.86,49.76,Compost
30.38,58.39,36.99,Silt,Wheat,55.28,36.25,39.83,Compost
31.94,54.03,28.85,Sandy,Mustard,33.49,18.6,4.95,NPK 20-20-20
32.94,56.13,20.07,Sandy,Mustard,11.19,12.66,21.12,MOP
34.05,53.66,41.22,Clay,Lentil,53.2,26.8,48.9,Compost
30.88,57.86,44.71,Loamy,Vegetables,64.76,44.54,45.73,Compost
32.23,51.42,58.46,Loamy,Soybean,38.82,40.87,50.92,Urea
29.51,55.72,68.97,Sandy,Chickpea,26.62,11.07,12.64,NPK 20-20-20
27.59,57.04,13.29,Loamy,Vegetables,45.83,33.53,47.79,Compost
20.65,69.52,39.85,Clay,Rice,53.33,48.62,39.86,Compost
27.79,53.08,61.94,Loamy,Soybean,72.71,47.96,45.5,Compost
31.38,64.89,45.68,Silt,Chickpea,40.68,52.62,39.52,Compost
27.49,54.24,39.93,Alluvial,Chickpea,81.23,47.03,54.81,Compost
25.45,59.86,61.69,Sandy,Mustard,9.56,10.69,6.01,NPK 20-20-20
36.39,46.74,49.09,Loamy,Maize,60.55,58.79,44.62,Compost
34.33,56.62,40.23,Clay,Lentil,64.2,46.51,53.86,Compost
32.4,64.75,60.88,Silt,Potato,48.91,38.56,46.73,Compost
27.97,71.72,41.12,Loamy,Rice,55.59,30.72,32.57,Compost
29.66,58.55,39.92,Clay,Soybean,58.3,50.02,43.61,Compost
27.13,56.21,64.46,Sandy,Potato,16.0,17.22,19.39,NPK 20-20-20
33.9,60.56,47.12,Clay,Mustard,67.59,56.09,54.01,Compost
35.91,64.69,55.38,Alluvial,Lentil,83.3,43.8,48.75,Compost
29.92,62.28,35.23,Sandy,Wheat,30.37,25.32,7.52,DAP
32.87,60.29,40.25,Silt,Lentil,40.81,39.74,28.68,Compost
33.9,59.87,45.79,Silt,Vegetables,32.08,39.42,21.6,Urea
27.5,59.0,44.08,Sandy,Lentil,21.22,18.61,13.9,NPK 20-20-20
32.12,65.59,17.69,Silt,Soybean,45.74,31.63,35.08,Compost
22.28,61.81,44.67,Silt,Maize,37.67,23.96,42.38,Urea
30.86,65.41,18.69,Loamy,Potato,47.77,51.73,39.93,Compost
32.37,63.86,41.06,Sandy,Wheat,20.55,3.6,9.16,NPK 20-20-20
29.8,54.21,42.81,Loamy,Maize,70.55,36.64,34.45,Compost
27.86,66.41,20.28,Loamy,Wheat,56.07,46.01,45.19,Compost
29.63,58.86,37.94,Clay,Lentil,47.79,37.55,61.2,Compost
34.72,59.06,44.98,Silt,Maize,69.48,39.36,37.9,Compost
31.37,60.31,22.16,Silt,Lentil,51.51,40.77,39.76,Compost
25.45,49.74,35.38,Loamy,Potato,49.68,43.07,32.22,Compost
39.09,52.64,59.01,Silt,Rice,31.38,40.74,39.84,Urea
30.19,61.84,50.3,Silt,Vegetables,64.56,39.09,36.81,Compost
28.37,60.0,40.71,Loamy,Vegetables,37.02,32.05,41.04,Urea
27.57,51.84,67.6,Silt,Wheat,43.01,24.45,37.59,Compost
34.35,70.96,24.9,Sandy,Mustard,10.63,5.11,4.13,NPK 20-20-20
32.3,58.1,36.96,Loamy,Mustard,62.5,35.8,22.3,Compost
31.02,66.87,30.83,Silt,Vegetables,45.6,40.88,41.16,Compost
30.69,62.72,52.45,Sandy,Lentil,12.09,10.99,17.96,NPK 20-20-20
30.69,62.71,50.05,Clay,Chickpea,55.24,28.48,48.44,Compost
24.33,68.36,30.32,Alluvial,Maize,77.46,52.24,56.71,Compost
28.39,54.85,35.09,Sandy,Mustard,11.4,16.53,8.97,NPK 20-20-20
34.48,59.73,42.02,Sandy,Maize,6.52,15.24,16.29,NPK 20-20-20
29.79,52.1,29.31,Silt,Potato,50.05,38.9,32.18,Compost
30.76,63.63,33.02,Loamy,Rice,50.29,43.82,31.71,Compost
29.25,59.3,33.48,Clay,Potato,57.61,29.58,51.16,Compost
30.85,59.65,25.93,Silt,Lentil,37.27,50.14,43.39,Urea
27.73,58.76,33.64,Sandy,Lentil,28.36,14.34,13.49,NPK 20-20-20
33.06,60.4,78.66,Silt,Chickpea,55.01,17.75,34.14,MOP
36.66,69.74,57.55,Silt,Soybean,55.89,44.5,37.82,Compost
27.18,63.43,50.68,Alluvial,Lentil,85.96,48.37,40.22,Compost
26.55,63.44,45.41,Loamy,Chickpea,87.26,48.8,28.01,Compost
25.59,53.39,71.25,Clay,Mustard,72.31,49.41,55.18,Compost
25.47,48.17,52.44,Sandy,Wheat,18.48,21.66,14.4,DAP
23.93,57.74,52.94,Loamy,Vegetables,56.44,38.23,58.29,Compost
27.1,50.51,43.29,Sandy,Maize,11.73,6.99,28.16,MOP
33.72,55.43,36.49,Clay,Chickpea,52.98,56.75,30.44,Compost
34.97,60.54,51.63,Alluvial,Vegetables,95.58,48.76,56.45,Compost
34.0,65.0,60.0,Black,Sugarcane,35.0,0.0,0.0,Urea
22.29,59.18,46.83,Alluvial,Chickpea,47.21,37.21,50.13,Compost
30.49,61.48,52.67,Alluvial,Mustard,49.58,50.49,68.13,Compost
28.3,50.65,49.48,Sandy,Vegetables,19.64,13.02,19.15,NPK 20-20-20
35.79,69.73,30.97,Sandy,Lentil,27.14,12.03,10.27,NPK 20-20-20
26.63,53.61,34.88,Loamy,Chickpea,47.02,54.88,46.76,Compost
31.35,57.72,36.82,Loamy,Maize,60.33,37.7,26.48,Compost
28.43,47.51,52.9,Alluvial,Chickpea,71.32,52.23,58.09,Compost
39.42,64.03,47.54,Alluvial,Lentil,53.72,57.25,51.26,Compost
31.97,63.32,46.49,Clay,Soybean,62.61,40.02,24.86,Compost
29.53,57.55,65.47,Loamy,Rice,43.72,52.95,33.76,Compost
30.76,67.8,55.21,Alluvial,Mustard,59.97,55.03,54.69,Compost
25.05,60.57,57.47,Sandy,Rice,12.48,9.3,25.43,MOP
33.61,55.61,43.21,Silt,Maize,63.39,44.15,53.75,Compost
24.87,50.1,55.78,Alluvial,Soybean,72.16,49.23,72.24,Compost
32.46,64.06,55.62,Clay,Vegetables,62.27,55.73,53.83,Compost
31.33,63.63,32.72,Clay,Chickpea,48.46,44.83,33.06,Compost
28.61,53.23,44.3,Alluvial,Soybean,87.49,42.39,48.27,Compost
28.88,52.2,43.42,Silt,Wheat,46.28,29.31,36.27,Compost
33.6,71.26,54.71,Alluvial,Lentil,73.79,32.77,29.24,Compost
30.82,61.03,41.35,Sandy,Potato,21.75,20.15,20.83,Urea
32.1,55.7,41.35,Alluvial,Mustard,88.47,48.77,31.83,Compost
30.59,59.68,44.6,Loamy,Lentil,51.52,42.92,40.77,Compost
30.63,62.96,30.78,Sandy,Chickpea,25.84,7.22,4.86,NPK 20-20-20
23.04,51.09,34.44,Loamy,Chickpea,46.95,55.5,49.99,Compost
31.53,54.11,36.29,Loamy,Vegetables,42.32,46.97,34.26,Compost
41.3,64.66,39.02,Loamy,Rice,69.56,45.24,47.26,Compost
33.74,53.76,56.98,Clay,Lentil,57.58,41.54,41.1,Compost
31.42,57.42,24.02,Clay,Mustard,53.62,43.18,47.59,Compost
30.09,56.43,34.43,Loamy,Chickpea,60.1,35.26,32.36,Compost
26.27,51.79,67.43,Clay,Chickpea,55.9,49.01,45.1,Compost
31.39,59.85,35.24,Loamy,Rice,51.41,38.06,32.43,Compost
31.33,50.52,44.16,Clay,Wheat,60.97,50.75,42.29,Compost
30.64,59.04,54.12,Clay,Soybean,62.27,34.33,42.82,Compost
28.17,67.25,44.81,Silt,Mustard,74.28,42.62,47.52,Compost
32.17,63.95,48.58,Sandy,Wheat,34.79,17.8,6.32,NPK 20-20-20
24.48,56.32,43.12,Silt,Chickpea,50.03,31.75,29.56,Compost
35.08,62.35,31.96,Sandy,Lentil,35.26,9.53,8.96,NPK 20-20-20
27.75,53.6,56.56,Alluvial,Mustard,92.88,49.84,51.23,Compost
26.87,54.92,49.92,Loamy,Soybean,61.94,48.87,39.58,Compost
28.91,54.91,24.14,Loamy,Soybean,51.48,48.95,30.02,Compost
36.15,58.39,43.47,Alluvial,Lentil,73.94,69.28,39.83,Compost
29.82,56.59,40.05,Clay,Potato,74.25,43.03,63.6,Compost
27.56,47.47,53.4,Sandy,Wheat,20.55,22.0,11.19,DAP
27.99,58.71,50.93,Sandy,Chickpea,29.96,6.44,6.76,NPK 20-20-20
28.03,56.04,33.6,Alluvial,Chickpea,82.57,50.11,32.14,Compost
27.01,54.98,46.04,Clay,Mustard,64.41,49.09,42.85,Compost
32.18,60.17,42.85,Clay,Potato,66.06,20.19,49.12,Compost
33.77,54.07,45.39,Loamy,Lentil,55.05,41.98,56.49,Compost
32.49,58.85,56.57,Clay,Wheat,46.33,44.35,29.89,Compost
28.22,70.25,36.21,Loamy,Soybean,63.75,48.11,41.73,Compost
28.8,65.32,22.03,Alluvial,Chickpea,55.64,55.1,65.1,Compost
29.72,61.61,28.88,Loamy,Maize,40.95,25.23,24.7,Compost
36.32,56.03,61.44,Sandy,Mustard,32.35,8.15,8.6,NPK 20-20-20
32.05,52.52,41.12,Loamy,Mustard,70.63,39.95,35.42,Compost
24.06,52.12,44.06,Sandy,Chickpea,15.9,11.56,4.97,NPK 20-20-20
30.15,63.82,37.22,Clay,Lentil,59.5,27.44,44.01,Compost
34.94,65.89,27.4,Alluvial,Rice,58.19,43.26,36.48,Compost
30.13,54.37,32.73,Alluvial,Wheat,75.65,46.3,58.92,Compost
31.73,56.07,30.75,Sandy,Chickpea,3.28,11.88,19.21,NPK 20-20-20
22.98,56.04,56.22,Loamy,Vegetables,54.18,58.44,29.19,Compost
30.32,69.55,34.8,Sandy,Lentil,28.02,5.68,13.77,NPK 20-20-20
32.05,69.38,34.47,Sandy,Rice,2.28,8.97,21.94,MOP
33.94,54.95,46.14,Alluvial,Soybean,59.68,44.61,63.41,Compost
27.48,68.69,45.35,Loamy,Chickpea,46.77,37.13,45.81,Compost
35.12,52.23,44.0,Sandy,Rice,7.11,20.12,8.89,DAP
29.18,56.71,23.12,Silt,Wheat,62.93,47.7,31.21,Compost
32.44,49.02,54.23,Alluvial,Rice,72.83,61.36,54.89,Compost
34.57,59.82,54.74,Loamy,Potato,48.72,42.96,26.15,Compost
29.0,58.33,39.83,Loamy,Chickpea,79.51,32.32,45.82,Compost
30.37,60.33,31.51,Clay,Rice,68.41,57.16,44.5,Compost
31.12,65.96,40.06,Clay,Mustard,61.63,47.16,60.37,Compost
31.93,61.22,26.06,Clay,Maize,65.37,40.82,42.41,Compost
30.81,51.14,44.05,Sandy,Chickpea,16.37,17.97,11.69,NPK 20-20-20
30.03,60.93,43.31,Silt,Soybean,39.36,46.59,25.53,Urea
30.59,64.83,38.12,Silt,Potato,49.03,41.39,46.24,Compost
35.13,60.0,43.49,Alluvial,Vegetables,75.35,60.5,49.18,Compost
23.28,56.44,42.22,Clay,Lentil,51.82,43.62,42.04,Compost
26.26,57.89,48.23,Sandy,Lentil,32.22,12.9,22.21,MOP
31.07,65.03,52.95,Sandy,Chickpea,21.71,7.28,0.83,NPK 20-20-20
26.26,60.96,39.92,Loamy,Rice,68.14,35.63,24.77,Compost
26.6,62.74,38.61,Alluvial,Wheat,70.4,33.79,41.13,Compost
32.71,54.49,61.42,Loamy,Potato,59.9,35.85,50.01,Compost
32.3,58.75,57.95,Silt,Soybean,42.33,34.22,27.3,Compost
35.93,59.74,33.78,Clay,Wheat,57.44,52.17,42.4,Compost
32.21,71.85,49.71,Sandy,Wheat,22.91,8.13,18.08,NPK 20-20-20
32.34,52.55,50.16,Sandy,Rice,22.4,9.79,23.84,MOP
26.64,59.02,27.71,Sandy,Rice,34.47,16.06,12.06,NPK 20-20-20
26.41,64.39,23.83,Clay,Wheat,46.81,46.3,27.87,Compost
31.21,59.34,32.19,Sandy,Maize,35.11,11.83,23.56,MOP
27.76,62.04,24.29,Sandy,Maize,9.42,14.33,25.39,MOP
23.79,61.29,36.68,Clay,Chickpea,54.36,47.75,40.68,Compost
31.29,61.6,45.3,Loamy,Soybean,61.05,38.58,31.07,Compost
26.48,58.2,32.92,Loamy,Lentil,66.17,47.25,30.35,Compost
30.0,62.7,40.04,Loamy,Vegetables,66.49,49.34,50.28,Compost
31.81,71.25,28.94,Clay,Mustard,57.93,52.48,49.15,Compost
29.83,65.71,42.35,Sandy,Chickpea,37.18,22.07,5.42,DAP
28.87,61.65,44.38,Loamy,Mustard,59.23,45.78,45.24,Compost
25.4,61.42,28.53,Clay,Vegetables,69.02,47.73,40.42,Compost
30.21,66.3,50.96,Loamy,Maize,36.93,36.5,42.23,Urea
25.92,63.46,38.95,Clay,Vegetables,49.64,54.38,39.12,Compost
27.29,71.26,60.55,Silt,Lentil,51.29,47.28,45.58,Compost
25.92,58.11,38.52,Loamy,Wheat,41.95,52.52,33.26,Compost
27.77,61.14,46.69,Loamy,Rice,30.7,25.09,40.76,Urea
28.78,59.84,45.02,Clay,Potato,45.4,13.7,45.22,MOP
32.72,64.5,39.78,Sandy,Mustard,22.07,16.1,16.94,NPK 20-20-20
24.7,55.49,42.06,Alluvial,Lentil,82.97,54.81,36.88,Compost
28.32,62.38,32.06,Silt,Potato,42.9,40.07,28.11,Compost
22.56,62.36,23.63,Silt,Vegetables,29.96,43.34,48.07,Urea
24.5,70.03,42.11,Alluvial,Vegetables,68.13,51.15,54.95,Compost
30.1,62.92,43.43,Clay,Chickpea,62.98,31.18,40.96,Compost
31.58,60.32,54.66,Loamy,Vegetables,59.8,13.13,25.03,MOP
35.46,58.82,56.29,Clay,Wheat,66.01,16.66,58.76,MOP
30.17,56.89,33.84,Silt,Vegetables,37.19,35.86,41.76,Urea
22.92,62.04,52.14,Sandy,Potato,30.18,10.19,15.83,NPK 20-20-20
35.9,59.49,49.02,Loamy,Wheat,77.66,51.11,41.86,Compost
27.96,68.02,35.34,Sandy,Vegetables,11.93,9.53,13.75,NPK 20-20-20
26.83,51.19,38.69,Sandy,Soybean,16.34,16.89,11.69,NPK 20-20-20
29.83,62.2,47.74,Sandy,Rice,17.97,2.89,10.3,NPK 20-20-20
21.21,59.73,30.44,Sandy,Potato,7.64,3.6,7.83,NPK 20-20-20
32.95,55.74,51.27,Sandy,Chickpea,8.82,21.25,17.96,DAP
29.25,64.64,25.37,Loamy,Mustard,54.9,43.83,49.28,Compost
31.29,62.9,34.88,Silt,Wheat,42.74,31.84,49.36,Compost
30.47,52.3,42.52,Clay,Chickpea,69.27,45.3,52.71,Compost
30.43,62.41,46.13,Sandy,Chickpea,12.47,9.99,3.1,NPK 20-20-20
30.31,68.93,43.02,Sandy,Chickpea,8.68,8.73,15.65,NPK 20-20-20
36.69,58.97,53.77,Silt,Mustard,51.56,31.39,44.76,Compost
27.0,53.0,34.0,Black,Oil seeds,42.0,0.0,0.0,Urea
36.21,61.9,49.73,Alluvial,Soybean,57.49,43.87,46.84,Compost
25.24,43.97,25.03,Loamy,Wheat,39.49,37.09,43.03,Urea
28.16,66.97,38.78,Clay,Vegetables,68.14,46.1,35.05,Compost
24.47,64.3,23.18,Clay,Soybean,68.03,37.16,40.6,Compost
30.34,66.91,27.41,Clay,Rice,66.48,44.47,54.42,Compost
28.0,59.45,57.16,Alluvial,Rice,65.96,63.67,43.04,Compost
32.93,60.28,43.03,Silt,Soybean,48.34,44.7,33.22,Compost
29.17,57.94,35.33,Alluvial,Maize,71.95,38.74,56.12,Compost
31.78,54.22,33.12,Sandy,Maize,27.51,8.34,14.62,NPK 20-20-20
28.45,56.66,25.05,Sandy,Chickpea,17.85,10.58,16.38,NPK 20-20-20
29.92,59.26,71.55,Sandy,Rice,7.38,13.89,18.65,NPK 20-20-20
32.95,64.71,62.17,Alluvial,Lentil,81.65,53.48,64.21,Compost
32.33,64.59,53.98,Alluvial,Maize,65.18,51.52,46.95,Compost
34.93,61.65,22.75,Silt,Chickpea,42.97,38.95,26.63,Compost
30.76,62.47,33.92,Alluvial,Vegetables,51.87,45.8,59.84,Compost
33.72,70.64,32.33,Silt,Potato,22.01,35.26,30.77,Urea
27.72,62.68,59.79,Sandy,Lentil,11.53,18.8,22.76,MOP
33.23,53.25,29.32,Alluvial,Lentil,59.35,58.36,26.93,Compost
28.98,62.0,38.22,Sandy,Lentil,28.44,8.68,19.19,NPK 20-20-20
30.8,58.51,37.3,Loamy,Chickpea,48.41,54.55,39.22,Compost
28.99,63.03,37.62,Alluvial,Wheat,71.63,63.99,54.84,Compost
28.75,60.78,65.74,Clay,Potato,59.33,47.96,42.54,Compost
31.93,54.27,28.99,Loamy,Soybean,60.64,48.09,33.18,Compost
28.93,56.33,21.43,Silt,Rice,53.71,41.41,29.12,Compost
33.12,57.66,25.44,Silt,Lentil,48.32,25.39,56.2,Compost
29.7,61.17,44.68,Alluvial,Rice,52.17,54.11,50.65,Compost
35.64,62.07,39.3,Silt,Potato,39.21,48.04,40.15,Urea
25.53,63.34,67.64,Alluvial,Rice,71.81,45.86,58.26,Compost
30.46,68.23,50.82,Loamy,Maize,39.03,34.69,63.8,Urea
24.9,55.73,47.24,Sandy,Rice,10.93,13.54,7.86,NPK 20-20-20
30.81,55.91,36.47,Sandy,Rice,18.13,17.74,17.18,NPK 20-20-20
29.45,65.39,62.76,Loamy,Lentil,54.15,38.51,14.33,Compost
32.68,57.06,60.19,Alluvial,Mustard,66.35,47.91,63.43,Compost
24.79,70.35,36.88,Clay,Mustard,61.27,37.54,42.52,Compost
33.51,62.53,48.77,Alluvial,Vegetables,47.53,48.07,52.3,Compost
32.3,56.64,51.43,Loamy,Maize,58.63,31.22,29.48,Compost
32.32,63.14,61.87,Silt,Lentil,43.06,52.6,47.44,Compost
32.17,56.96,19.94,Loamy,Vegetables,37.65,47.6,25.6,Urea
26.57,59.1,45.14,Loamy,Mustard,39.2,40.58,26.52,Urea
30.09,56.0,46.91,Alluvial,Rice,80.12,71.13,48.31,Compost
22.03,66.39,49.85,Silt,Maize,52.4,49.96,39.43,Compost
31.92,63.89,55.31,Loamy,Wheat,57.69,19.24,50.61,MOP
30.21,60.03,37.83,Silt,Vegetables,40.09,48.27,39.17,Compost
33.09,60.15,51.9,Sandy,Potato,20.96,9.65,17.09,NPK 20-20-20
34.54,62.73,48.59,Loamy,Rice,59.11,31.96,33.84,Compost
32.67,67.39,47.45,Silt,Vegetables,58.22,35.72,45.1,Compost
22.87,56.71,40.42,Silt,Soybean,50.27,23.33,26.87,Compost
29.31,58.34,52.66,Alluvial,Lentil,58.04,60.56,51.12,Compost
29.17,55.73,46.03,Clay,Vegetables,57.03,42.35,56.13,Compost
33.63,62.79,52.24,Clay,Chickpea,57.99,65.94,39.28,Compost
30.18,64.83,26.39,Alluvial,Rice,81.27,39.97,51.26,Compost
30.19,56.27,52.19,Loamy,Lentil,75.3,56.63,34.68,Compost
26.71,62.28,43.95,Loamy,Vegetables,62.71,32.21,40.1,Compost
31.3,63.18,24.25,Silt,Chickpea,51.74,32.75,43.4,Compost
26.6,59.15,33.6,Clay,Lentil,47.07,47.93,32.1,Compost
38.27,44.26,44.6,Loamy,Chickpea,53.04,56.58,20.0,Compost
27.13,58.28,53.87,Clay,Rice,63.49,46.1,43.39,Compost
29.29,58.59,9.18,Loamy,Lentil,51.03,53.61,59.36,Compost
33.01,57.92,55.93,Sandy,Chickpea,19.59,7.61,6.34,NPK 20-20-20
29.57,55.75,38.39,Loamy,Lentil,31.48,41.27,42.85,Urea
30.01,52.31,44.01,Alluvial,Vegetables,67.18,53.72,29.36,Compost
30.3,62.61,58.82,Loamy,Mustard,62.07,31.36,49.02,Compost
29.25,52.96,47.12,Loamy,Soybean,36.49,35.35,44.81,Urea
35.1,50.48,50.64,Silt,Wheat,61.25,34.47,28.96,Compost
25.31,41.68,50.48,Silt,Lentil,89.5,41.52,48.55,Compost
25.8,59.85,44.35,Sandy,Soybean,0.0,13.58,1.96,NPK 20-20-20
34.04,63.31,41.1,Silt,Rice,46.81,28.11,43.06,Compost
24.86,62.72,33.44,Silt,Mustard,50.76,34.39,33.68,Compost
29.64,62.26,44.81,Silt,Mustard,46.68,32.0,32.11,Compost
25.8,57.22,45.52,Alluvial,Maize,71.71,49.3,41.17,Compost
31.62,61.51,50.36,Clay,Lentil,51.05,29.69,44.07,Compost
34.04,59.01,39.34,Clay,Vegetables,75.5,50.05,43.16,Compost
33.18,64.15,45.68,Loamy,Rice,51.81,37.35,29.92,Compost
29.93,62.09,63.33,Sandy,Lentil,23.15,17.97,19.64,NPK 20-20-20
28.39,61.28,39.49,Sandy,Wheat,41.47,5.77,5.79,MOP
33.5,59.12,42.36,Silt,Soybean,56.58,31.05,50.01,Compost
29.05,67.01,48.88,Clay,Mustard,45.22,54.1,45.04,Compost
29.64,63.58,42.34,Clay,Lentil,50.7,54.14,50.92,Compost
32.15,60.32,44.23,Clay,Vegetables,48.17,53.3,38.2,Compost
